Rank,Place,County,Type,TOTAL SCORE,Crime & safety,Schools,Rent cost,Close to SF,School/TK place,Urban density,2BR median rent $,3BR median rent $,2BR under $4k (est. listings),2BR under $4k supply,3BR under $4k (est. listings),3BR under $4k supply,Violent crime /1k,Property crime /1k,Elementary district,Elementary CAASPP % met,Elementary rating /10,Middle/high district,Middle/high CAASPP % met,Middle/high rating /10,"Drive to Ferry Bldg (min, off-peak)",Miles to SF (straight line),Urbanicity index,Population,District enrolment change 2023-25 %,School assignment system,TK capacity,Rank status,Sources,Notes
,Woodacre,Marin,Unincorporated community,,48.3,67.8,,25.6,18.8,18.1,,,,,,,5.2,15.2,Lagunitas Elementary,50.6,8,Tamalpais Union High,61.5,9,52.6,20.3,89605,1566,8.6,address-based attendance area,"Widely available. District handbook states plainly: ""Space will be available for all eligible students who reside within the Lagunitas School District boundaries."" No waitlist, lottery, or seat cap. TK is taught in a combined TK/K class at the single community school.",Not ranked - no data for rent (no rental market covered by any publisher — RentCafe returns a live Woodacre page whose average-rent field is explicitly 'n/a'; crime was not in this pass's scope),crimegrade.org; CAASPP 2025 (CDE); lagunitas.org (official Lagunitas Community School Handbook 2025-2026 PDF on the district's CMS asset host),"enrolment +8.6% 2023-25 (filling); address-based assignment; TK constrained; PASS-2 TARGETS WERE RENT + DISTRICT; district resolved, rent is a confirmed negative rather than a failed lookup. RENT: rentcafe.com/average-rent-market-trends/us/ca/woodacre/ loads as a real Woodacre page and states n/a — its methodology covers buildings of 50+ units, and Woodacre has none. zumper.com/rent-research/woodacre-ca falls through to a generic national page (no Woodacre slug exists). Per the brief I did NOT substitute San Anselmo, Fairfax or any other Ross Valley town's rent. DISTRICT: Wikipedia's Laguni"
,Angwin,Napa,Unincorporated community,,18.5,,90.4,4.2,,2.3,2300,3250,98% of 2BR stock,Plenty,77% of 3BR stock,Plenty,8.6,24.4,Howell Mountain Elementary,,,Howell Mountain Elementary,,,80.8,53.9,17019,3051,,,,"Not ranked - no data for schools, school/TK capacity",crimegrade.org,"Rent: Zumper CDP slug returned a real Angwin page and BOTH the 2BR and 3BR come from that same page. Two data-quality flags a careful reader needs: (1) the page itself warns it has 'limited data' for this area, and (2) the 1BR is listed at $2,800 — HIGHER than the $2,300 2BR — which is a sample artifact, not a real market structure, and casts doubt on the 2BR figure specifically. Reported as published rather than adjusted. Crime: both CrimeGrade pages self-identified as Angwin. District: GreatSchools names Howell M"
,Blackhawk,Contra Costa,Unincorporated community,,,89.2,,31.6,73.8,32.6,,,,,,,,,San Ramon Valley Unified,77.5,10,San Ramon Valley Unified,76.9,10,47.5,26.4,192264,9354,-4.4,address-based attendance area,"Space-conditional rather than open-ended: a priority enrollment window runs November 1–30, after which ""applications will continue to be accepted after November 30 and throughout the year on a first-come, first-served basis, as space allows at your resident school."" No TK-specific lottery or named waitlist on the page.","Not ranked - no data for crime, rent (rent: no rental market covered by any publisher; crime: unincorporated, policed by county sheriff - no place-level rate published (only a demographic model estimate exists))",CAASPP 2025 (CDE); srvusd.net,"enrolment -4.4% 2023-25 (seats opening); address-based assignment; TK constrained; DISTRICT (confident): Wikipedia 'Blackhawk, California' Education section states 'As of the 2020 census, all of Blackhawk was in the San Ramon Valley Unified School District.' K-12 unified, so same name in both fields. Corroborated on https://www.greatschools.org/california/danville/ which names San Ramon Valley Unified (K-12, 37 schools) as the district for adjacent Danville. RENT: RentCafe page for Blackhawk loads and explicitly displays 'n/a' - RentCafe/Yardi Matrix only covers apartment buildings with 50+ units"
,Bolinas,Marin,Unincorporated community,,32.2,66.2,,29.8,,16.7,,,,,,,4.9,26.8,Bolinas-Stinson Union,55.5,8,Bolinas-Stinson Union,,,49.2,17.8,80147,1620,,,,"Not ranked - no data for rent, school/TK capacity (Rent: no rental market covered by any publisher. Crime/district: not in scope for this second pass (first pass already resolved them).)",crimegrade.org; CAASPP 2025 (CDE),"Zumper /rent-research/bolinas-ca redirects to the generic national rent index - no Bolinas data. RentCafe has a genuine Bolinas, CA page ('Average Rent in Bolinas, CA') but the average-rent cell reads n/a; the page notes its Yardi Matrix feed covers only apartment buildings with 50+ units, and Bolinas (pop ~1,620, deliberately low-growth) has no such buildings. Did not substitute a Stinson Beach or Point Reyes figure. Incidental corroboration seen while researching Marin districts: Bolinas-Stinson Union SD is one o"
,Burbank,Santa Clara,Unincorporated community,,,26.3,,24.7,92.6,81.4,,,,,,,,,Luther Burbank,24.6,2,Campbell Union High,56.9,9,53.3,41.2,558697,5157,-12.0,address-based attendance area,"Not TK-specific, and a seat in the district is guaranteed: ""Resident registrations are always welcome and placement is always guaranteed at one of our Union School District schools."" The home school is not guaranteed, however — ""If a grade level is closed, you can still register, and placement at another District school will be offered."" No TK waitlist or TK lottery stated.","Not ranked - no data for crime, rent (every rent and crime page for the slug burbank-ca resolves to Burbank in Los Angeles County, a different place; no publisher covers the Santa Clara County Burbank CDP separately, and as an unincorporated CDP it is policed by the Santa Clara County Sheriff with no place-level rate published)",CAASPP 2025 (CDE); unionsd.org,"enrolment -12.0% 2023-25 (seats opening); address-based assignment; TK constrained; TARGET FIELD (district) RESOLVED; rent and crime deliberately left null. NAMESAKE TRAP CONFIRMED AND AVOIDED TWICE. zumper.com/rent-research/burbank-ca returned 2BR $2,872 / 3BR $4,500 but the page states Los Angeles County - DISCARDED, not reported. crimegrade.org/violent-crime-burbank-ca/ returned 4.911 violent per 1,000 but lists neighbours North Hollywood, Valley Village, Sun Valley, Glendale, Studio City, La Crescenta, Sunland, Tujunga, Montrose - all Los Angeles County - DISCARDED, not reported. greatschools."
,Burlingame Hills,San Mateo,Unincorporated community,,,73.5,,72.6,27.9,56.3,,,,,,,,,Burlingame Elementary,72.8,10,San Mateo Union High,62.0,9,23.8,15.5,338156,1545,3.7,address-based attendance area — but placement not guaranteed; capacity overflow to another district elementary,"Constrained — enrollment is first-come, first-served and ""placement of each student is subject to capacity at each school""; when a school reaches capacity in any grade level (TK–5), overflow students are placed at another district elementary. NOTE: this is grade-general language, not a TK-specific waitlist or lottery.","Not ranked - no data for crime, rent (no rental market covered by any publisher (RentCafe 500s, areavibes and crimegrade have no page for this CDP); and unincorporated, policed by San Mateo County Sheriff - no place-level crime rate published)","CAASPP 2025 (CDE); burlingameschools.org (read via search-result excerpt only — burlingameschools.org returned HTTP 403 to every direct fetch, including through a real browser session hitting a Cloudflare challenge; treat as lower-confidence than the districts read directly)","enrolment +3.7% 2023-25 (filling); address-based assignment; TK constrained; DISTRICT IS THE ONE FIELD I WANT YOU TO TREAT AS PROVISIONAL. Burlingame Hills has NO dedicated Wikipedia article - the Wikipedia search page shows it only as a redlink in the San Mateo County community list - so the usual Education-section route does not exist. What I did verify on pages I fetched: (a) NCES district search for San Mateo County lists 'Burlingame Elementary' as an elementary-only district, 3,380 students, 8 schools; (b) https://en.wikipedia.org/wiki/San_Mateo_Union_High_School_District states verbat"
,Fetters Hot Springs-Agua Caliente,Sonoma,Unincorporated community,,,7.3,,17.0,78.3,11.2,,,,,,,,,Sonoma Valley Unified,29.3,3,Sonoma Valley Unified,28.1,3,58.0,36.7,61507,2500,-3.8,,not established,"Not ranked - no data for crime, rent (no rental market covered by any publisher (every rent URL tried 404d or 500d); and unincorporated, policed by Sonoma County Sheriff - no place-level crime rate published, areavibes states the place is outside FBI coverage and its figures are demographic MODELS)",CAASPP 2025 (CDE),"enrolment trend only; assignment system and TK position not established; enrolment -3.8% 2023-25 (seats opening); DISTRICT RESOLVED. https://en.wikipedia.org/wiki/Fetters_Hot_Springs-Agua_Caliente,_California, Education section, verbatim: 'The school district is Sonoma Valley Unified School District.' Single K-12 unified district, so the same name in both fields. County confirmed Sonoma. RENT - the full hyphenated slug 404s on Zumper; splitting the double name and trying rentcafe.com/average-rent-market-trends/us/ca/agua-caliente/ returned HTTP 500. I did not fall back to Sonoma or Boyes Hot Springs figures. CRIME - deliberate"
,Kenwood,Sonoma,Unincorporated community,,41.4,41.3,,7.9,,8.8,,,,,,,6.1,14.9,Kenwood,67.6,9,Santa Rosa High,31.2,4,67.6,43.3,54242,1028,,"address-based attendance area — qualifier: single-school district (one TK-6 school), so the district boundary is effectively the attendance area; no lottery was described. Notably 49% of students come from outside the boundary via interdistrict transfer.",,"Not ranked - no data for rent, school/TK capacity (rent: no rental market covered by any publisher - Zumper has no page for this slug and RentCafe's Kenwood page prints ""n/a"" (no apartment buildings of 50+ units in this small Sonoma Valley community); crime: not re-researched in this pass, retain pass-1 value)",crimegrade.org; CAASPP 2025 (CDE); kenwoodschool.org,"District was not on this pass's missing list but was independently CONFIRMED here from two pages, and they agree. https://www.greatschools.org/california/kenwood/ shows ""Kenwood School District"", 124 students, grades K-6, 1 school, and lists no high school in the town. https://en.wikipedia.org/wiki/Kenwood,_California states ""The school districts are Kenwood Elementary School District and Santa Rosa High School District"" and confirms Sonoma County. Note the naming variance - GreatSchools and the CA directory call t"
,Lexington Hills,Santa Clara,Unincorporated community,,,91.5,,14.9,25.7,29.8,,,,,,,,,Los Gatos Union Elementary,79.1,10,Los Gatos-Saratoga Union High,75.6,10,60.6,47.6,164120,2530,4.1,address-based attendance area — but TK year specifically is site-preference with a lottery when oversubscribed,"Constrained — for 2026-27 ""all families registering for TK will indicate their site preference,"" and ""In the event demand exceeds capacity, those who register between February 2 and February 27 will be entered into a lottery to determine which site they will attend. Priority will be given to families with siblings at the requested school and then by attendance area.""","Not ranked - no data for crime, rent (rent: no rental market covered by any publisher; crime: unincorporated, policed by county sheriff - no place-level rate published (only a demographic model estimate exists))",CAASPP 2025 (CDE); lgusd.org (via search-result content; site blocked direct fetch with 403),"enrolment +4.1% 2023-25 (filling); address-based assignment; TK constrained; DISTRICT (confident, split elementary): Wikipedia 'Lexington Hills, California' Education section - most of the area is in Los Gatos Union Elementary School District with a portion in Loma Prieta Joint Union Elementary School District; for high school, 'All of it is in Los Gatos-Saratoga Joint Union School District.' This is a SPLIT district place (elementary and high are separate districts, not one unified). The CDP comprises Redwood Estates, Holy City, Chemeketa Park and Aldercroft Heights; the Redwood Estates en"
,Marin City,Marin,Unincorporated community,,,69.0,,78.8,96.7,52.6,,,,,,,,,Sausalito Marin City,51.4,8,Tamalpais Union High,61.5,9,20.9,8.1,317502,3061,-17.4,,not established,"Not ranked - no data for crime, rent (Rent: no rental market covered by any publisher. Crime: unincorporated, policed by county sheriff - no place-level rate published (areavibes' Marin City page self-declares its numbers are demographic estimates, not reported crime).)",CAASPP 2025 (CDE); smcsd.org,"enrolment trend only; assignment system and TK position not established; enrolment -17.4% 2023-25 (seats opening); RENT: RentCafe has a real 'Average Rent in Marin City, CA' page but the average-rent cell is n/a (Yardi feed covers only 50+ unit buildings). Zumper returns the generic national index. CRIME: crimegrade.org/violent-crime-marin-city-ca/ 404s. areavibes.com/marin+city-ca/crime/ confirms the place (Marin County, population 3,138) and shows violent 93 per 100,000 (=0.93/1k) and property 396 per 100,000 (=3.96/1k), but states outright that 'Marin City crime rates are not available from the FBI crime report' and that the"
